date,open,high,low,close,volume
2016-11-30,15.3048,15.5204,15.3048,15.4812,4735297
2016-12-01,15.7164,15.8731,15.6037,15.736,6875344
2016-12-02,15.5204,15.6527,15.3538,15.4224,5262617
2016-12-05,15.7654,16.3435,15.7654,16.3239,11918709
2016-12-06,16.9803,17.9308,16.853,17.921,20101716
2016-12-07,17.7446,18.5481,17.7348,18.2933,19456496
2016-12-08,18.6362,18.842,18.3129,18.6558,14937893
2016-12-09,18.0679,18.1071,17.7838,17.9112,11826211
2016-12-12,18.0386,18.1471,17.7838,17.9406,7408639
2016-12-13,18.3227,18.4795,18.1365,18.2835,8697688
2016-12-14,18.1659,18.5089,17.9014,18.2933,13289263
2016-12-15,18.3129,18.7342,18.2933,18.5579,9861476
2016-12-16,18.8714,18.9106,18.6068,18.6264,7159694
2016-12-19,18.1953,18.4109,17.7642,17.8916,14048270
2016-12-20,18.1463,18.6558,18.1267,18.6264,8576077
2016-12-21,18.3913,18.4599,18.2639,18.3325,4277402
2016-12-22,18.3227,18.3815,18.1071,18.1659,3577055
2016-12-23,18.3521,18.4109,18.0679,18.2541,8607428
2016-12-27,17.9406,18.0679,17.8328,17.9994,4749674
2016-12-28,17.8328,17.8916,17.5388,17.5584,5007130
2016-12-29,17.6564,17.6956,17.4262,17.4605,4441555
2016-12-30,17.7054,17.8622,17.5227,17.7348,4278212
2017-01-03,18.0679,18.1659,17.9112,18.0581,6169466
2017-01-04,18.6362,19.2339,18.5579,19.1751,11142784
2017-01-05,19.0674,19.1751,18.6656,18.8714,6169897
2017-01-06,18.7636,18.9988,18.7342,18.8812,4631292
2017-01-09,18.5677,18.793,18.4501,18.6656,3670455
2017-01-10,18.2247,18.4011,18.2051,18.2933,7060509
2017-01-11,18.3913,18.7734,18.3276,18.744,6324246
2017-01-12,18.6362,18.7048,18.1855,18.3423,5371942
2017-01-13,18.8322,19.0086,18.6558,18.793,6959672
2017-01-17,18.646,18.6754,18.1659,18.1855,5975321
2017-01-18,18.1757,18.3914,18.0386,18.3619,5018982
2017-01-19,18.5873,18.6362,18.3325,18.4991,3644188
2017-01-20,18.744,18.9008,18.6852,18.793,5371619
2017-01-23,18.94,18.989,18.646,18.8518,5004650
2017-01-24,19.0576,19.5573,19.0282,19.4299,8020355
2017-01-25,20.204,20.5175,20.1844,20.4293,8157288
2017-01-26,20.2529,20.4391,20.1983,20.3803,4619556
2017-01-27,20.2529,20.2823,20.002,20.0472,4030030
2017-01-30,19.6749,19.714,19.4495,19.7042,5321227
2017-01-31,19.763,19.8218,19.4152,19.5083,5104407
2017-02-01,20.0472,20.2627,19.9786,20.057,6909016
2017-02-02,19.1066,19.376,18.9694,19.3319,12769947
2017-02-03,19.5083,19.9737,19.4985,19.7924,8482643
2017-02-06,19.4985,19.6357,19.3123,19.3417,5781897
2017-02-07,19.3319,19.4593,19.0968,19.1262,5048676
2017-02-08,18.6852,18.9106,18.4795,18.8224,6417940
2017-02-09,18.6754,18.9008,18.6362,18.8714,7226601
2017-02-10,18.5285,18.6068,18.4207,18.5579,4697807
2017-02-13,18.744,18.9008,18.7244,18.8224,3484957
2017-02-14,18.7832,19.175,18.7489,19.136,5636561
2017-02-15,19.4201,19.6847,19.4005,19.5769,5169318
2017-02-16,19.6259,19.6553,19.2927,19.3809,4340040
2017-02-17,18.8322,19.0282,18.8126,19.0184,5811773
2017-02-21,19.1653,19.2927,19.1164,19.1849,3193668
2017-02-22,19.0184,19.2829,18.9724,19.2535,3389781
2017-02-23,19.4495,19.4593,19.136,19.3123,4408259
2017-02-24,18.7636,18.891,18.6558,18.744,4843802
2017-02-27,19.0184,19.2143,18.9694,19.1849,3874935
2017-02-28,19.2241,19.4005,19.1653,19.2927,4120448
2017-03-01,20.057,20.2921,20.0276,20.2432,7165114
2017-03-02,20.1942,20.2236,19.7924,19.8022,4696841
2017-03-03,19.6259,19.9394,18.9106,18.9596,22533844
2017-03-06,18.6264,18.6264,18.1365,18.2345,23287198
2017-03-07,17.8916,18.1071,17.8426,18.0973,9081963
2017-03-08,18.4305,18.5187,18.019,18.0973,11789268
2017-03-09,18.4893,18.6754,18.4011,18.6656,8268149
2017-03-10,19.136,19.2829,18.94,19.2339,9246804
2017-03-13,19.1849,19.2535,19.1213,19.2241,5245417
2017-03-14,18.9498,18.9596,18.8126,18.8714,5050474
2017-03-15,19.0772,19.18,18.7685,18.8812,6000365
2017-03-16,19.1849,19.3025,18.9694,19.2045,6237751
2017-03-17,19.0576,19.0576,18.6362,18.646,6854859
2017-03-20,18.1365,18.4599,17.9602,18.0092,20237558
2017-03-21,17.3527,17.3919,16.6668,16.7354,17999286
2017-03-22,16.6962,16.8334,16.5394,16.706,11418833
2017-03-23,16.559,16.7158,16.5002,16.5688,8020235
2017-03-24,16.5394,16.5982,16.2357,16.4904,6946521
2017-03-27,16.1769,16.6668,16.1279,16.608,8709736
2017-03-28,16.8334,17.1567,16.7942,17.0293,13207355
2017-03-29,16.9509,17.1371,16.8922,17.0783,6286474
2017-03-30,16.6962,17.0489,16.5786,16.9118,10961946
2017-03-31,16.7452,16.9362,16.6864,16.8138,8172714
2017-04-03,16.6472,16.657,16.2651,16.3631,10424838
2017-04-04,16.1279,16.4218,16.0691,16.3141,7557208
2017-04-05,16.5884,16.608,16.1671,16.1671,5072637
2017-04-06,16.2553,16.4218,16.1891,16.2651,4793677
2017-04-07,16.1475,16.2504,16.0103,16.1279,6535852
2017-04-10,16.1377,16.2357,16.0789,16.1377,4043220
2017-04-11,16.0593,16.0985,15.8046,15.9907,5998431
2017-04-12,15.9417,15.9564,15.785,15.8633,6118745
2017-04-13,15.6968,15.8604,15.5302,15.54,6575164
2017-04-17,15.6086,15.8339,15.4714,15.7948,4837686
2017-04-18,15.589,15.7262,15.54,15.638,5343907
2017-04-19,16.0005,16.0593,15.638,15.7556,7581600
2017-04-20,16.1769,16.2847,16.1083,16.2161,5906305
2017-04-21,16.2357,16.3631,16.1475,16.1671,6085441
2017-04-24,17.8034,18.0679,17.7642,17.9994,18240205
2017-04-25,18.2443,18.2884,18.0679,18.1169,7736546
2017-04-26,18.3521,18.5579,18.3129,18.4599,7430190
2017-04-27,17.9504,17.9504,17.6368,17.7838,9203632
2017-04-28,17.8034,17.8524,17.6368,17.7054,6605679
2017-05-01,17.8328,17.9896,17.8181,17.8524,4164051
2017-05-02,17.8818,17.9602,17.7838,17.9014,3658219
2017-05-03,17.8818,18.112,17.872,18.0973,5841996
2017-05-04,18.3619,18.4893,18.3325,18.4011,4574991
2017-05-05,18.6852,18.9655,18.5628,18.9596,5780093
2017-05-08,18.646,18.7636,18.6117,18.6852,4358817
2017-05-09,18.7832,18.8322,18.3913,18.4697,4946877
2017-05-10,18.597,18.7048,18.5579,18.6264,3084710
2017-05-11,18.5187,18.5579,18.2835,18.4305,3042739
2017-05-12,18.4305,18.4893,18.2737,18.3913,2473440
2017-05-15,18.7489,18.9351,18.646,18.646,5369732
2017-05-16,19.0821,19.087,18.7734,18.8812,6534825
2017-05-17,18.5383,18.6068,18.1561,18.2639,8556218
2017-05-18,18.3423,18.4844,18.2051,18.3031,4817905
2017-05-19,18.7154,19.0375,18.6906,18.869,5412313
2017-05-22,19.1069,19.1663,18.8492,18.9483,3776078
2017-05-23,19.0771,19.1267,18.9247,19.0771,3645023
2017-05-24,18.9186,18.9483,18.6411,18.7699,5418332
